20100123083207S:A1500,0015,  00000194,1, 0,00
20100123083207R:I1503,0 15,0101, 0, 0, 0, 0
20100123083236R:A1501,0 15,  00000194,0, 0
20100123083236R:A1510,0 15,  00000194, 1, 0, 0, 0
20100123083245R:A1510,0 15,  00000194, 9, 0, 0, 0
20100123083249R:A1503,0 15,  00000194, 0, 0
20100123083250S:A1503,0015,  00000194,01,00
20100123083255R:U1500,0 15,  00000194, 0
20100123083255S:U1500,0 15,  00000194,00
20100123083258R:A1504,0 15,  00000194, 0, 0
20100123083258R:I1503,0 15,0100, 0, 0, 0, 0
20100123084606S:A1500,0015,  00001218,1, 0,00
20100123084607R:I1503,0 15,0101, 0, 0, 0, 0
20100123084622S:A1500,0015,  00000192,1, 0,00
20100123084635R:A1501,0 15,  00001218,0, 0
20100123084635R:A1510,0 15,  00001218, 1, 0, 0, 0
20100123084644R:A1510,0 15,  00001218, 9, 0, 0, 0
20100123084649R:A1503,0 15,  00001218, 0, 0
20100123084649S:A1503,0015,  00001218,01,00
20100123084658R:A1501,0 15,  00000192,0, 0
20100123084658R:A1510,0 15,  00000192, 1, 0, 1, 0
20100123084707R:A1510,0 15,  00000192, 9, 0, 1, 0
20100123084709R:U1500,0 15,  00001218, 0
20100123084709S:U1500,0 15,  00001218,00
20100123084710S:A1500,0015,  00001177,1, 0,00
20100123084718R:A1504,0 15,  00001218, 0, 0
20100123084718R:A1503,0 15,  00000192, 0, 0
20100123084719S:A1503,0015,  00000192,01,00
20100123084725R:U1500,0 15,  00000192, 0
20100123084725S:U1500,0 15,  00000192,00
20100123084748S:A1500,0015,  00000067,1, 0,00
20100123084758R:A1504,0 15,  00000192, 0, 0
20100123084800S:A1500,0015,  00001272,1, 0,00
20100123084810R:A1501,0 15,  00001177,0, 0
20100123084810R:A1510,0 15,  00001177, 1, 0, 0, 0
20100123084819R:A1510,0 15,  00001177, 9, 0, 0, 0
20100123084824R:A1503,0 15,  00001177, 0, 0
20100123084824S:A1503,0015,  00001177,01,00
20100123084832R:A1501,0 15,  00000067,0, 0
20100123084833R:A1510,0 15,  00000067, 1, 0, 1, 0
20100123084833S:A1500,0015,  00001158,1, 0,00
20100123084842R:A1510,0 15,  00000067, 9, 0, 1, 0
20100123084844R:U1500,0 15,  00001177, 0
20100123084844S:U1500,0 15,  00001177,00
20100123084853R:A1504,0 15,  00001177, 0, 0
20100123084853R:A1503,0 15,  00000067, 0, 0
20100123084854S:A1503,0015,  00000067,01,00
20100123084859R:U1500,0 15,  00000067, 0
20100123084859S:U1500,0 15,  00000067,00
20100123084900S:A1500,0015,  00001217,1, 0,00
20100123084933R:A1504,0 15,  00000067, 0, 0
20100123084945R:A1501,0 15,  00001272,0, 0
20100123084945R:A1510,0 15,  00001272, 1, 0, 0, 0
20100123084954R:A1510,0 15,  00001272, 9, 0, 0, 0
20100123084959R:A1503,0 15,  00001272, 0, 0
20100123084959S:A1503,0015,  00001272,01,00
20100123085007R:A1501,0 15,  00001158,0, 0
20100123085007R:A1510,0 15,  00001158, 1, 0, 1, 0
20100123085008S:A1500,0015,  00001162,1, 0,00
20100123085016R:A1510,0 15,  00001158, 9, 0, 1, 0
20100123085018R:U1500,0 15,  00001272, 0
20100123085018S:U1500,0 15,  00001272,00
20100123085028R:A1504,0 15,  00001272, 0, 0
20100123085028R:A1503,0 15,  00001158, 0, 0
20100123085028S:A1503,0015,  00001158,01,00
20100123085034R:U1500,0 15,  00001158, 0
20100123085034S:U1500,0 15,  00001158,00
20100123085107R:A1504,0 15,  00001158, 0, 0
20100123085120R:A1501,0 15,  00001217,0, 0
20100123085120R:A1510,0 15,  00001217, 1, 0, 0, 0
20100123085129R:A1510,0 15,  00001217, 9, 0, 0, 0
20100123085133R:A1503,0 15,  00001217, 0, 0
20100123085134S:A1503,0015,  00001217,01,00
20100123085142R:A1501,0 15,  00001162,0, 0
20100123085142R:A1510,0 15,  00001162, 1, 0, 1, 0
20100123085151R:A1510,0 15,  00001162, 9, 0, 1, 0
20100123085153R:U1500,0 15,  00001217, 0
20100123085153S:U1500,0 15,  00001217,00
20100123085202R:A1504,0 15,  00001217, 0, 0
20100123085202R:A1503,0 15,  00001162, 0, 0
20100123085203S:A1503,0015,  00001162,01,00
20100123085209R:U1500,0 15,  00001162, 0
20100123085209S:U1500,0 15,  00001162,00
20100123085242R:A1504,0 15,  00001162, 0, 0
20100123085242R:I1503,0 15,0100, 0, 0, 0, 0
20100123085312S:A1500,0015,  00000049,1, 0,00
20100123085312R:I1503,0 15,0101, 0, 0, 0, 0
20100123085323S:A1500,0015,  00000168,1, 0,00
20100123085341S:A1500,0015,  00000071,1, 0,00
20100123085341R:A1501,0 15,  00000049,0, 0
20100123085341R:A1510,0 15,  00000049, 1, 0, 0, 0
20100123085350R:A1510,0 15,  00000049, 9, 0, 0, 0
20100123085354R:A1503,0 15,  00000049, 0, 0
20100123085355S:A1503,0015,  00000049,01,00
20100123085403R:A1501,0 15,  00000168,0, 0
20100123085403R:A1510,0 15,  00000168, 1, 0, 1, 0
20100123085403S:A1500,0015,  00001283,1, 0,00
20100123085412R:A1510,0 15,  00000168, 9, 0, 1, 0
20100123085414R:U1500,0 15,  00000049, 0
20100123085414S:U1500,0 15,  00000049,00
20100123085424R:A1504,0 15,  00000049, 0, 0
20100123085424R:A1503,0 15,  00000168, 0, 0
20100123085426S:A1503,0015,  00000168,01,00
20100123085426S:A1500,0015,  00000180,1, 0,00
20100123085436R:A1501,0 15,  00000071,0, 0
20100123085436R:A1510,0 15,  00000071, 1, 0, 1, 0
20100123085442R:U1500,0 15,  00000168, 0
20100123085442S:U1500,0 15,  00000168,00
20100123085445R:A1510,0 15,  00000071, 9, 0, 0, 0
20100123085459S:A1500,0015,  00001291,1, 0,00
20100123085503R:A1504,0 15,  00000168, 0, 0
20100123085503R:A1503,0 15,  00000071, 0, 0
20100123085504S:A1503,0015,  00000071,01,00
20100123085510R:U1500,0 15,  00000071, 0
20100123085510S:U1500,0 15,  00000071,00
20100123085537R:A1504,0 15,  00000071, 0, 0
20100123085549R:A1501,0 15,  00001283,0, 0
20100123085549R:A1510,0 15,  00001283, 1, 0, 0, 0
20100123085558R:A1510,0 15,  00001283, 9, 0, 0, 0
20100123085603R:A1503,0 15,  00001283, 0, 0
20100123085603S:A1503,0015,  00001283,01,00
20100123085611S:A1500,0015,  00001005,1, 0,00
20100123085612R:A1501,0 15,  00000180,0, 0
20100123085612R:A1510,0 15,  00000180, 1, 0, 1, 0
20100123085621R:A1510,0 15,  00000180, 9, 0, 1, 0
20100123085623R:U1500,0 15,  00001283, 0
20100123085623S:U1500,0 15,  00001283,00
20100123085632R:A1504,0 15,  00001283, 0, 0
20100123085632R:A1503,0 15,  00000180, 0, 0
20100123085633S:A1503,0015,  00000180,01,00
20100123085634S:A1500,0015,  00001293,1, 0,00
20100123085638R:U1500,0 15,  00000180, 0
20100123085638S:U1500,0 15,  00000180,00
20100123085712R:A1504,0 15,  00000180, 0, 0
20100123085724R:A1501,0 15,  00001291,0, 0
20100123085724R:A1510,0 15,  00001291, 1, 0, 0, 0
20100123085733R:A1510,0 15,  00001291, 9, 0, 0, 0
20100123085738R:A1503,0 15,  00001291, 0, 0
20100123085738S:A1503,0015,  00001291,01,00
20100123085746R:A1501,0 15,  00001005,0, 0
20100123085746R:A1510,0 15,  00001005, 1, 0, 1, 0
20100123085747S:A1500,0015,  00001276,1, 0,00
20100123085755R:A1510,0 15,  00001005, 9, 0, 1, 0
20100123085757R:U1500,0 15,  00001291, 0
20100123085757S:U1500,0 15,  00001291,00
20100123085807R:A1504,0 15,  00001291, 0, 0
20100123085807R:A1503,0 15,  00001005, 0, 0
20100123085808S:A1503,0015,  00001005,01,00
20100123085809S:A1500,0015,  00001102,1, 0,00
20100123085819R:A1501,0 15,  00001293,0, 0
20100123085819R:A1510,0 15,  00001293, 1, 0, 1, 0
20100123085825R:U1500,0 15,  00001005, 0
20100123085825S:U1500,0 15,  00001005,00
20100123085828R:A1510,0 15,  00001293, 9, 0, 0, 0
20100123085842S:A1500,0015,  00000097,1, 0,00
20100123085846R:A1504,0 15,  00001005, 0, 0
20100123085847R:A1503,0 15,  00001293, 0, 0
20100123085847S:A1503,0015,  00001293,01,00
20100123085853R:U1500,0 15,  00001293, 0
20100123085853S:U1500,0 15,  00001293,00
20100123085926R:A1504,0 15,  00001293, 0, 0
20100123085939R:A1501,0 15,  00001276,0, 0
20100123085939R:A1510,0 15,  00001276, 1, 0, 0, 0
20100123085948R:A1510,0 15,  00001276, 9, 0, 0, 0
20100123085952R:A1503,0 15,  00001276, 0, 0
20100123085953S:A1503,0015,  00001276,01,00
20100123090001R:A1501,0 15,  00001102,0, 0
20100123090001R:A1510,0 15,  00001102, 1, 0, 1, 0
20100123090002S:A1500,0015,  00000127,1, 0,00
20100123090010R:A1510,0 15,  00001102, 9, 0, 1, 0
20100123090012R:U1500,0 15,  00001276, 0
20100123090012S:U1500,0 15,  00001276,00
20100123090021R:A1504,0 15,  00001276, 0, 0
20100123090021R:A1503,0 15,  00001102, 0, 0
20100123090022S:A1503,0015,  00001102,01,00
20100123090023S:A1500,0015,  00001266,1, 0,00
20100123090028R:U1500,0 15,  00001102, 0
20100123090028S:U1500,0 15,  00001102,00
20100123090101R:A1504,0 15,  00001102, 0, 0
20100123090114R:A1501,0 15,  00000097,0, 0
20100123090114R:A1510,0 15,  00000097, 1, 0, 0, 0
20100123090123R:A1510,0 15,  00000097, 9, 0, 0, 0
20100123090127R:A1503,0 15,  00000097, 0, 0
20100123090132S:A1503,0015,  00000097,01,00
20100123090136R:A1501,0 15,  00000127,0, 0
20100123090136R:A1510,0 15,  00000127, 1, 0, 1, 0
20100123090136S:A1500,0015,  00001171,1, 0,00
20100123090145R:A1510,0 15,  00000127, 9, 0, 1, 0
20100123090147R:U1500,0 15,  00000097, 0
20100123090147S:U1500,0 15,  00000097,00
20100123090156R:A1504,0 15,  00000097, 0, 0
20100123090156R:A1503,0 15,  00000127, 0, 0
20100123090158S:A1500,0015,  00001251,1, 0,00
20100123090209R:A1501,0 15,  00001266,0, 0
20100123090209R:A1510,0 15,  00001266, 1, 0, 1, 0
20100123090218R:A1510,0 15,  00001266, 9, 0, 1, 0
20100123090230S:A1500,0015,  00000161,1, 0,00
20100123090231R:A1501,0 15,  00001171,0, 0
20100123090231R:A1510,0 15,  00001171, 1, 0, 2, 0
20100123090240R:A1510,0 15,  00001171, 9, 0, 2, 0
20100123090253S:A1500,0015,  00001019,1, 0,00
20100123090254R:A1501,0 15,  00001251,0, 0
20100123090254R:A1510,0 15,  00001251, 1, 0, 3, 0
20100123090303R:A1510,0 15,  00001251, 9, 0, 3, 0
20100123090311S:A1503,0015,  00000127,01,00
20100123090315S:A1500,0015,  00001003,1, 0,00
20100123090316R:A1501,0 15,  00000161,0, 0
20100123090316R:A1510,0 15,  00000161, 1, 0, 4, 0
20100123090325R:A1510,0 15,  00000161, 9, 0, 4, 0
20100123090327R:U1500,0 15,  00000127, 0
20100123090327S:U1500,0 15,  00000127,00
20100123090335R:A1504,0 15,  00000127, 0, 0
20100123090335R:A1503,0 15,  00001266, 0, 0
20100123090338S:A1500,0015,  00001133,1, 0,00
20100123090347R:A1501,0 15,  00001019,0, 0
20100123090347R:A1510,0 15,  00001019, 1, 0, 4, 0
