Point|20100421004242|1|1|710394|90512|131|943|0803|0006|95|6||||7.195|
Point|20100421004242|1|1|710394|90512|330|943|0803|0006|91|6||||55.9|
Point|20100421004242|1|1|710394|90512|336|943|0803|0006|91|6||||57.5|
Point|20100421004243|1|2|910394|90512|131|943|0803|0006|95|6||||7.401|
Point|20100421004243|1|3|710394|90512|131|943|0803|0006|95|6||||7.569|
Point|20100421004243|1|2|710394|90512|330|943|0803|0006|91|6||||40.4|
Point|20100421004243|1|3|710394|90512|330|943|0803|0006|91|6||||22|
Point|20100421004243|1|2|710394|90512|336|943|0803|0006|91|6||||106.4|
Point|20100421004243|1|3|710394|90512|336|943|0803|0006|91|6||||138.2|
Point|20100421004251|1|1|710394|90512|131|943|0803|0006|95|6||||7.195|
Point|20100421004251|1|2|710394|90512|131|943|0803|0006|91|6||||7.399|
Point|20100421004251|1|1|710394|90512|330|943|0803|0006|91|6||||56.7|
Point|20100421004251|1|2|710394|90512|330|943|0803|0006|91|6||||42.5|
Point|20100421004251|1|1|710394|90512|336|943|0803|0006|91|6||||53.4|
Point|20100421004251|1|2|710394|90512|336|943|0803|0006|91|6||||103.9|
Point|20100421004252|1|3|710394|90512|131|943|0803|0006|95|6||||7.566|
Point|20100421004252|1|3|710394|90512|330|943|0803|0006|91|6||||21.5|
Point|20100421004252|1|3|710394|90512|336|943|0803|0006|91|6||||137.3|
Point|20100421004255|1|1|710394|90512|131|943|0803|0006|95|6||||7.196|
Point|20100421004255|1|2|710394|90512|131|943|0803|0006|95|6||||7.398|
Point|20100421004255|1|1|710394|90512|330|943|0803|0006|91|6||||63.2|
Point|20100421004255|1|2|710394|90512|330|943|0803|0006|91|6||||44.9|
Point|20100421004255|1|1|710394|90512|336|943|0803|0006|91|6||||54.3|
Point|20100421004255|1|2|710394|90512|336|943|0803|0006|91|6||||105.5|
Point|20100421004256|1|3|710394|90512|131|943|0803|0006|95|6||||7.576|
Point|20100421004256|1|3|710394|90512|330|943|0803|0006|91|6||||21.6|
Point|20100421004256|1|3|710394|90512|336|943|0803|0006|91|6||||139.2|
Point|20100421020420|1|1|710394|29740|447|063|1225|0006|02|6||||50.19|
Point|20100421020420|1|2|710394|29740|447|063|1225|0006|02|6||||168.63|
Point|20100421020420|1|3|710394|29740|447|063|1225|0006|02|6||||430.49|
Point|20100421020420|1|1|710394|29740|219|063|1225|0149|02|6||||.602|
Point|20100421020420|1|2|710394|29740|219|063|1225|0149|02|6||||4.643|
Point|20100421020420|1|3|710394|29740|219|063|1225|0149|02|6||||24.812|
Point|20100421020420|1|1|710394|29740|204|063|1225|0006|02|6||||3.43|
