Point|201106091200|1|1|418761|33790|289|22|0900|0006|93|6|sa|||5.8|
Point|201106091200|1|2|418761|33790|289|22|0900|0006|93|6|sa|||9.7|


Point|20100421004242|1|1|710394|90512|131|943|0803|0006|95|6||||7.195|
Point|20100421004242|1|1|710394|90512|330|943|0803|0006|91|6||||55.9|
Point|20100421004242|1|1|710394|90512|336|943|0803|0006|91|6||||57.5|
Point|20100421004243|1|2|910394|90512|131|943|0803|0006|95|6||||7.401|
Point|20100421004243|1|3|710394|90512|131|943|0803|0006|95|6||||7.569|
Point|20100421004243|1|2|710394|90512|330|943|0803|0006|91|6||||40.4|
Point|20100421004243|1|3|710394|90512|330|943|0803|0006|91|6||||22|
Point|20100421004243|1|2|710394|90512|336|943|0803|0006|91|6||||106.4|
Point|20100421004243|1|3|710394|90512|336|943|0803|0006|91|6||||138.2|
Point|20100421004251|1|1|710394|90512|131|943|0803|0006|95|6||||7.195|


park770728
