20100125073249S:A1500,0015,  00000007,1, 0,00
20100125073249R:I1503,0 15,0101, 0, 0, 0, 0
20100125073318R:A1501,0 15,  00000007,0, 0
20100125073318R:A1510,0 15,  00000007, 1, 0, 0, 0
20100125073327R:A1510,0 15,  00000007, 9, 0, 0, 0
20100125073331R:A1503,0 15,  00000007, 0, 0
20100125073332S:A1503,0015,  00000007,01,00
20100125073337R:U1500,0 15,  00000007, 0
20100125073337S:U1500,0 15,  00000007,00
20100125073340R:A1504,0 15,  00000007, 0, 0
20100125073340R:I1503,0 15,0100, 0, 0, 0, 0
20100125075546S:A1500,0015,  00000001,1, 0,00
20100125075546R:I1503,0 15,0101, 0, 0, 0, 0
20100125075556S:A1500,0015,  00001001,1, 0,00
20100125075614S:A1500,0015,  00001021,1, 0,00
20100125075615R:A1501,0 15,  00000001,0, 0
20100125075615R:A1510,0 15,  00000001, 1, 0, 0, 0
20100125075624R:A1510,0 15,  00000001, 9, 0, 0, 0
20100125075628R:A1503,0 15,  00000001, 0, 0
20100125075629S:A1503,0015,  00000001,01,00
20100125075637S:A1500,0015,  00001045,1, 0,00
20100125075637R:A1501,0 15,  00001001,0, 0
20100125075637R:A1510,0 15,  00001001, 1, 0, 1, 0
20100125075646R:A1510,0 15,  00001001, 9, 0, 1, 0
20100125075648R:U1500,0 15,  00000001, 0
20100125075649S:U1500,0 15,  00000001,00
20100125075658R:A1504,0 15,  00000001, 0, 0
20100125075658R:A1503,0 15,  00001001, 0, 0
20100125075659S:A1503,0015,  00001001,01,00
20100125075659S:A1500,0015,  00001276,1, 0,00
20100125075704R:U1500,0 15,  00001001, 0
20100125075704S:U1500,0 15,  00001001,00
20100125075724R:A1504,0 15,  00001001, 0, 0
20100125075737R:A1501,0 15,  00001021,0, 0
20100125075737R:A1510,0 15,  00001021, 1, 0, 0, 0
20100125075746R:A1510,0 15,  00001021, 9, 0, 0, 0
20100125075750R:A1503,0 15,  00001021, 0, 0
20100125075750S:A1503,0015,  00001021,01,00
20100125075759R:A1501,0 15,  00001045,0, 0
20100125075759R:A1510,0 15,  00001045, 1, 0, 1, 0
20100125075808R:A1510,0 15,  00001045, 9, 0, 1, 0
20100125075810R:U1500,0 15,  00001021, 0
