1						2020-12-23	84733					푸니	MN	고양이	84733	20201037387	2018-12-23	POBALL™ Premium Intensive Test(127종)
1						2020-12-29	85282					땅콩	MN	개	85282	20201037936	2019-06-29	POBALL™ Premium Test(127종)
1						2020-12-29	85279					동이	MN	개	85279	20201037933	2012-12-15	POBALL™ Premium Intensive Test(127종)
1						2020-12-30	85399					감자	FS	개	85399	20201038053	2015-10-20	POBALL™ Premium Intensive Test(127종)
1						2020-12-30	85404					뭉	MN	개	85404	20201038058	2018-09-05	POBALL™ Premium Test(127종)
1						2020-12-30	85435					최달봄	F	개	85435	20201038089	2019-12-30	POBALL™ Premium Intensive Test(127종)
1						2020-12-31	85467					민트	MN	개	85467	20201038121	2017-03-20	POBALL™ Food Intensive Test(108종)
1						2020-12-31	85518					보송	FS	개	85518	20201038172	2012-06-20	POBALL™ Premium Test(127종)
1						2020-12-31	85481					꿀봉	MN	개	85481	20201038135	2016-10-30	POBALL™ Food Intensive Test(108종)
1						2020-12-31	85492					꿈송이	MN	개	85492	20201038146	2010-12-31	POBALL™ Food Intensive Test(108종)
1						2020-12-31	85521					아톰	MN	개	85521	20201038175	2012-05-14	POBALL™ Premium Test(127종)
1						2020-12-31	85540					연두	FS	개	85540	20201038194	2015-10-20	POBALL™ Premium Intensive Test(127종)
1						2020-12-31	85568					두모	FS	개	85568	20201038222	2011-12-31	POBALL™ Premium Test(127종)
1						2021-01-01	85590					로티	FS	개	85590	20211000020	2017-01-04	POBALL™ Premium Intensive Test(127종)
1						2021-01-01	85593					짱구	MN	개	85593	20211000023	2019-08-05	POBALL™ Premium Test(127종)
1						2021-01-01	85601					오드리	FS	개	85601	20211000031	2018-10-12	POBALL™ Premium Test(127종)
1						2021-01-02	85654					모노	MN	고양이	85654	20211000084	2013-12-12	POBALL™ Premium Intensive Test(127종)
1						2021-01-02	85662					설탕	MN	개	85662	20211000092	2019-09-19	POBALL™ Premium Intensive Test(127종)
1						2021-01-02	85664					벨라	FS	개	85664	20211000094	2020-03-21	POBALL™ Food Intensive Test(108종)
1						2021-01-02	85666					모찌	MN	개	85666	20211000096	2017-11-20	POBALL™ Premium Test(127종)
1						2021-01-02	85674					코코	MN	개	85674	20211000104	2019-11-19	POBALL™ Serum IgE Monitor 1
1						2021-01-02	85685					토이	M	개	85685	20211000115	2017-04-23	POBALL™ Premium Test(127종)
1						2021-01-03	85755					토리	MN	고양이	85755	20211000185	2016-01-03	POBALL™ Food Intensive Test(108종)
1						2021-01-03	85740					몽실이	F	개	85740	20211000170	2015-09-10	POBALL™ Premium Intensive Test(127종)
1						2021-01-03	85762					바우	MN	개	85762	20211000192	2018-01-03	POBALL™ Premium Intensive Test(127종)
1						2021-01-04	85799					단무지	F	개	85799	20211000229	2018-09-25	POBALL™ Premium Test(127종)
1						2021-01-04	85821					나미	F	개	85821	20211000251	2020-07-01	POBALL™ Premium Intensive Test(127종)
1						2021-01-04	85824					달래	FS	개	85824	20211000254	2015-01-04	POBALL™ Premium Intensive Test(127종)
1						2021-01-04	85868					푸우	M	개	85868	20211000298	2017-05-10	POBALL™ Premium Intensive Test(127종)
1						2021-01-04	85845					로마	FS	개	85845	20211000275	2015-03-26	POBALL™ Premium Intensive Test(127종)
1						2021-01-04	85866					아롱이	MN	개	85866	20211000296	2012-09-06	POBALL™ Premium Test(127종)
